403,473,148,464.5
405.25,467.75,148.25,454.5
407.875,457.625,147.875,442
409.188,452.562,147.688,435.75
410.844,443.531,148.094,424.875
412.922,432.766,148.547,413.188
415.461,421.383,148.773,401.344
417.98,410.441,149.137,389.422
419.24,404.971,149.318,383.461
420.37,397.735,149.909,375.73
421.935,389.118,150.705,367.115
422.718,380.309,151.352,358.058
423.109,375.904,151.676,353.529
423.804,369.202,153.338,346.764
424.402,361.851,153.919,338.632
425.201,354.176,153.96,330.066
425.601,350.338,153.98,325.783
426.3,345.169,154.49,319.142
426.65,339.084,155.245,312.821
426.825,336.042,155.622,309.66
426.913,331.521,154.811,304.33
427.206,326.511,154.656,298.665
427.353,321.755,154.328,293.083
427.427,317.378,152.914,287.291
427.713,313.189,151.957,281.896
427.857,309.594,151.478,276.698
428.678,306.297,150.239,271.849
429.589,302.899,148.37,267.674
431.045,299.949,146.185,263.587
432.272,297.225,143.342,259.544
434.386,294.862,139.671,255.522
437.193,292.931,135.586,252.511
440.597,291.716,131.793,250.505
445.048,291.358,127.146,249.253
447.274,291.179,124.823,248.626
451.387,292.089,119.912,249.063
456.444,294.295,113.956,250.282
462.472,297.897,108.478,253.141
467.736,303.199,103.489,257.32
472.118,309.849,99.4945,262.66
474.309,313.175,97.4972,265.33
476.404,318.837,94.2486,270.665
477.702,325.669,91.3743,277.333
478.101,333.084,89.4372,284.666
478.051,340.792,89.7186,293.833
476.525,348.896,91.8593,303.167
474.263,357.198,94.6796,313.583
473.131,361.349,96.0898,318.792
470.066,366.924,100.545,326.396
466.283,372.712,107.522,334.948
464.391,375.606,111.011,339.224
460.446,378.803,117.006,344.862
455.223,381.902,125.503,350.181
449.361,384.201,134.751,355.09
442.681,385.35,145.376,358.545
435.59,385.175,156.438,359.523
428.045,384.088,167.719,359.011
424.273,383.544,173.359,358.756
418.386,381.272,180.93,355.628
412.443,377.386,189.715,350.814
405.722,371.693,198.357,343.657
402.361,368.846,202.679,340.078
397.43,362.673,208.089,332.789
392.965,354.087,213.795,323.145
388.733,343.793,218.147,311.322
386.116,332.897,221.574,298.161
385.308,320.948,223.287,283.831
386.654,308.974,222.393,269.415
390.327,297.237,219.447,255.208
396.164,286.369,214.723,241.354
403.332,276.934,207.362,228.927
411.916,269.467,198.181,218.213
421.458,264.484,187.34,209.357
432.229,261.742,174.42,202.928
443.365,261.621,160.21,198.964
454.932,264.31,145.105,197.482
465.716,269.905,130.553,198.991
475.608,277.703,115.026,203.746
484.304,287.351,100.513,210.623
490.902,297.926,85.5066,220.311
494.201,303.213,78.0033,225.156
497.85,311.856,67.7516,234.828
500.925,322.928,59.8758,247.164
502.713,334.714,54.6879,262.582
503.606,340.607,52.094,270.291
503.553,350.054,51.047,283.396
502.027,360.777,55.5235,298.948
499.263,372.638,57.5117,314.974
494.632,384.319,63.5059,329.987
488.316,395.16,73.2529,343.493
479.908,404.08,85.8765,354.247
470.454,410.54,99.6882,362.873
460.227,414.77,115.344,368.437
455.113,416.885,123.172,371.218
447.307,416.943,135.086,372.359
443.403,416.971,141.043,372.93
436.952,414.986,151.272,371.465
428.976,410.243,164.386,367.482
421.238,403.871,177.693,360.741
417.369,400.686,184.346,357.371
412.184,393.593,193.423,349.685
406.592,384.046,202.462,338.593
403.796,379.273,206.981,333.046
399.648,370.637,212.99,322.023
396.824,359.568,217.995,308.512
394.662,347.034,221.248,292.256
395.081,334.267,221.624,275.878
397.54,321.634,219.312,259.189
402.27,309.567,214.656,243.094
404.635,303.533,212.328,235.047
410.318,296.517,205.914,225.024
417.909,290.508,195.707,215.012
426.454,286.754,183.104,206.756
435.977,286.127,168.552,201.128
446.489,288.564,152.776,198.814
456.994,294.032,137.638,200.657
466.997,302.516,121.069,206.578
475.749,312.508,106.534,216.039
482.624,323.504,94.7672,229.52
487.562,335.502,84.1336,245.01
490.281,347.501,77.0668,262.255
489.891,358.75,75.2834,279.627
487.195,369.375,78.1417,297.064
483.098,379.688,86.5708,313.782
477.049,389.094,97.5354,328.391
469.274,397.047,110.018,340.695
460.387,403.023,125.009,349.348
451.194,407.012,140.754,354.924
440.847,408.006,157.127,357.212
435.673,408.503,165.314,358.356
428.337,406.501,177.157,356.678
419.918,401.251,191.078,352.089
415.709,398.625,198.039,349.794
409.855,392.563,208.52,343.647
403.427,383.781,219.51,333.574
400.214,379.391,225.005,328.537
395.607,371.445,232.252,318.018
391.303,360.973,237.876,305.009
388.152,349.236,241.438,290.255
386.826,336.868,242.219,274.877
387.163,324.934,239.86,259.189
389.831,313.717,234.43,244.094
394.416,304.109,225.965,230.297
400.458,296.554,215.732,218.399
408.229,291.777,202.616,208.699
416.864,289.639,188.308,201.85
426.182,290.069,173.404,197.675
435.591,292.785,158.202,196.087
444.796,297.892,143.851,197.544
449.398,300.446,136.676,198.272
455.949,305.973,127.088,203.136
462.224,313.987,116.294,210.818
467.862,323.993,105.647,221.909
471.431,334.747,97.0735,235.204
473.466,345.623,91.5367,250.852
473.233,357.062,90.0184,268.176
470.866,367.531,91.7592,286.338
466.183,377.015,97.3796,304.169
459.842,385.008,107.69,319.835
452.171,391.754,120.595,333.417
442.835,396.377,135.297,343.709
433.168,398.938,151.399,350.604
428.334,400.219,159.449,354.052
420.667,400.61,172.475,355.526
412.333,399.305,186.987,354.763
404.167,396.902,201.994,350.632
400.083,395.701,209.497,348.566
393.792,391.101,219.748,342.283
387.396,383.8,229.874,332.641
384.198,380.15,234.937,327.821
380.349,373.075,241.219,317.66
377.424,362.538,245.609,303.83
375.212,349.769,247.805,288.665
375.356,336.134,247.652,272.833
377.678,322.817,245.076,256.666
381.339,309.909,239.788,241.083
386.67,298.954,231.894,227.042
393.585,289.977,221.697,214.771
401.792,283.989,210.599,204.385
411.146,281.494,198.049,195.943
420.323,281.247,183.525,190.471
424.912,281.124,176.262,187.736
432.456,283.812,164.381,185.618
440.728,288.656,150.941,185.809
449.364,295.578,136.47,188.654
453.682,299.039,129.235,190.077
459.591,305.519,119.118,195.539
465.046,313.76,108.559,204.269
467.773,317.88,103.279,208.635
471.636,324.44,96.3897,217.817
474.068,332.22,90.4448,230.909
475.284,339.61,85.9724,245.454
474.392,346.805,84.2362,260.727
472.196,354.152,84.8681,277.114
468.348,361.576,89.6841,293.057
466.424,365.288,92.092,301.028
462.712,370.894,98.296,312.014
456.356,376.947,110.148,323.257
448.928,382.474,123.074,333.879
445.214,385.237,129.537,339.189
438.107,389.368,140.518,345.345
429.803,393.434,154.259,349.672
421.152,395.967,169.38,351.586
412.576,396.484,185.44,350.293
404.788,394.492,200.47,346.397
400.894,393.496,207.985,344.448
395.947,389.998,218.492,337.974
390.474,383.249,228.996,328.737
385.737,374.124,238.248,316.619
383.368,369.562,242.874,310.559
381.434,360.781,247.437,299.28
380.217,349.891,250.719,286.14
380.859,338.195,251.859,272.07
382.929,326.598,251.18,257.285
386.715,315.799,248.09,242.892
391.857,306.149,243.045,229.196
398.179,298.825,235.522,216.348
405.339,292.912,226.261,204.674
412.92,289.206,214.881,195.087
420.96,287.603,202.19,187.544
428.98,288.302,187.595,181.272
437.24,290.651,172.548,177.886
441.37,291.825,165.024,176.193
