250.775,253.453
250.388,253.477
250.194,253.488
249.847,253.494
249.673,253.497
249.587,253.499
249.543,253.499
249.522,253.25
249.511,252.875
249.505,252.437
249.503,251.969
249.501,251.234
249.501,250.367
249.5,249.434
249.25,248.467
249.125,246.983
249.063,245.742
248.781,244.121
248.141,242.81
247.82,241.655
247.66,241.078
247.58,240.789
247.54,241.394
247.52,242.447
247.76,244.224
248.13,246.612
248.565,249.556
249.283,253.028
249.641,257.514
249.321,262.757
249.16,268.878
249.33,275.189
249.415,281.595
249.708,287.797
250.104,293.899
250.552,299.449
250.776,304.225
250.888,308.112
250.944,311.306
251.222,313.653
251.361,315.327
251.43,316.663
251.965,317.582
251.983,318.291
251.991,319.395
251.996,320.448
251.748,321.974
251.624,323.237
251.812,324.118
251.656,324.809
251.828,325.155
252.164,325.077
252.332,325.039
252.416,324.769
252.458,324.635
252.479,324.317
252.49,324.159
252.495,324.329
253.747,324.415
254.374,324.457
255.687,324.479
257.343,323.989
259.422,323.245
261.461,322.372
263.48,320.686
264.99,318.093
266.245,314.547
267.623,307.523
268.311,304.012
268.656,296.506
268.828,292.753
268.914,288.376
268.707,283.438
268.853,278.719
269.177,274.36
269.588,268.68
269.794,264.59
269.897,262.045
270.199,260.272
270.349,259.136
270.675,258.818
270.837,259.159
270.919,260.08
271.209,262.04
271.605,264.77
272.302,268.385
272.651,272.942
273.076,278.221
273.538,283.861
274.019,290.18
274.259,296.09
274.38,302.045
274.44,307.273
274.72,311.636
274.86,314.818
274.68,317.159
274.59,318.08
274.545,318.04
274.522,317.02
274.511,314.76
274.006,311.88
273.503,308.44
273.251,304.47
272.626,300.485
272.063,295.992
271.781,291.746
271.641,287.123
271.32,282.812
271.41,278.656
271.705,274.828
272.103,271.414
272.551,267.957
273.276,264.978
274.388,262.739
275.694,260.37
277.097,258.185
278.798,256.592
280.649,255.296
282.825,254.148
285.162,253.324
287.831,252.662
290.666,252.831
293.583,252.915
296.791,253.458
299.896,254.229
302.948,255.364
305.974,256.932
308.987,258.966
311.743,261.733
313.622,265.117
315.061,268.808
315.78,273.154
316.14,278.077
315.82,283.289
314.66,289.144
312.58,295.072
310.54,300.536
307.77,305.518
305.135,309.509
302.318,313.255
298.659,316.377
294.829,319.189
290.915,321.594
287.207,323.547
283.854,325.024
281.177,326.262
279.088,327.131
278.044,327.315
278.272,326.908
278.886,326.704
279.693,326.102
280.846,325.801
282.173,325.4
283.337,325.2
285.168,325.1
287.334,324.55
289.667,323.775
292.584,323.138
295.542,322.319
298.771,320.909
301.635,319.205
304.318,317.352
307.159,314.926
309.829,312.213
311.665,309.107
313.082,305.803
314.041,302.152
314.521,294.826
314.51,288.163
314.005,281.831
313.753,276.166
313.626,270.833
312.813,266.166
312.157,261.833
311.328,258.167
310.914,255.083
310.457,252.542
310.229,250.771
310.114,249.885
310.057,249.943
310.029,250.721
310.014,252.861
310.257,256.43
310.879,260.965
311.189,266.983
311.595,273.991
311.797,281.746
312.149,289.873
312.074,297.936
312.537,305.468
313.019,312.234
313.259,318.367
313.38,323.434
313.69,327.467
313.595,329.983
313.297,330.992
312.899,329.996
312.449,327.248
311.975,323.124
310.987,318.062
309.744,312.281
308.372,306.141
306.936,299.57
305.468,293.535
304.234,287.518
302.867,282.009
301.684,276.754
300.342,272.127
299.171,268.064
298.335,264.532
297.418,261.516
296.959,259.008
297.229,257.254
297.615,256.127
298.307,255.813
299.654,255.657
301.077,255.578
302.788,255.789
305.144,255.895
308.322,255.947
312.411,255.474
317.206,254.737
322.103,253.868
327.051,253.184
331.776,252.342
336.138,251.671
339.819,251.086
342.409,250.793
344.205,250.396
345.102,250.698
344.801,251.349
343.401,252.675
341.7,254.587
339.1,257.544
335.55,261.022
332.025,265.011
328.263,269.505
324.381,274.003
320.941,278.251
317.72,282.376
315.36,285.688
313.93,289.594
313.965,292.547
315.483,294.773
318.241,296.387
322.371,297.443
327.435,297.972
332.718,298.236
337.859,298.118
342.179,298.059
345.84,298.279
348.42,298.64
349.46,299.07
348.98,299.785
347.49,300.642
344.995,301.571
341.747,303.286
338.374,305.143
334.187,307.321
330.593,310.161
327.297,313.08
324.148,316.54
321.824,320.02
320.412,323.26
319.456,326.13
319.728,328.315
321.364,330.158
323.682,331.079
327.091,331.039
331.296,330.27
336.148,329.385
341.074,328.192
346.287,326.596
350.643,324.798
354.322,323.399
356.661,322.45
357.58,322.225
357.79,322.112
357.645,322.556
357.323,322.778
356.411,322.889
355.706,323.445
355.103,323.222
355.051,322.861
356.026,319.681
357.513,315.09
359.006,309.295
360.503,302.898
362.002,295.949
363.251,288.974
364.375,281.987
364.688,275.494
365.094,269.247
365.547,263.373
365.523,258.437
365.012,253.968
364.506,250.234
364.003,247.367
363.501,244.934
363.001,243.217
362.5,242.108
362.25,241.804
361.875,242.902
361.438,244.951
360.969,248.476
359.984,253.488
358.992,260.244
357.746,268.122
356.623,277.061
355.062,286.28
353.531,295.64
352.015,304.82
351.008,313.41
350.004,320.705
349.002,326.853
348.001,330.926
347.5,332.713
347.25,332.357
346.875,329.678
346.188,325.339
345.594,320.17
345.047,314.085
344.273,307.292
343.637,300.896
343.068,294.448
343.034,287.974
342.767,281.737
342.634,276.119
342.567,270.809
342.533,266.155
342.517,261.827
342.758,258.414
343.129,255.457
343.315,252.978
343.907,250.739
344.204,248.62
344.602,247.06
344.801,245.78
344.65,245.14
344.575,245.07
344.538,245.535
344.519,247.017
344.759,248.759
345.38,251.629
348.94,257.315
353.22,263.157
358.11,269.329
363.805,276.164
369.902,282.832
376.451,289.666
383.726,296.583
391.363,303.042
398.681,309.021
405.841,314.26
412.17,318.38
417.085,321.44
420.043,322.97
421.021,323.485
420.261,322.992
417.63,321.496
413.565,319.498
409.283,316.999
403.891,314.25
398.446,311.625
392.223,309.312
386.111,307.156
380.056,305.328
374.528,303.414
369.764,301.707
365.632,300.354
362.816,299.677
360.908,299.338
359.954,299.169
359.977,299.085
360.988,299.542
362.994,299.771
365.997,299.636
369.999,299.568
374.499,299.034
380,298.017
385.5,297.008
390.75,296.004
394.625,295.002
397.062,294.501
397.781,294.251
397.391,294.375
395.695,294.688
393.348,294.844
391.174,294.422
388.837,293.711
386.668,293.355
384.584,292.678
382.542,291.839
381.021,291.169
379.761,290.585
379.38,290.042
379.94,289.521
381.22,288.761
383.36,287.88
386.18,286.19
389.59,283.595
395.545,277.798
400.273,272.149
404.386,266.574
407.943,261.037
410.722,255.269
412.361,249.884
412.43,242.692
411.965,236.846
410.983,231.923
408.991,227.962
406.746,224.731
404.123,222.615
401.061,221.308
398.031,221.154
394.765,221.827
391.383,223.413
388.441,225.707
385.221,228.603
382.61,232.552
380.555,237.026
379.278,241.513
378.639,246.256
378.819,250.378
379.66,254.439
380.58,257.72
382.54,260.61
385.27,263.055
388.135,265.027
391.318,266.514
395.159,267.757
398.829,268.878
402.415,269.439
406.457,270.22
409.979,271.36
413.739,272.68
417.12,274.09
420.06,275.795
423.03,277.647
426.015,280.074
428.257,283.037
430.129,286.518
431.564,290.759
432.782,295.38
433.391,300.19
433.696,305.095
433.348,309.797
432.924,314.399
431.962,318.199
430.481,321.85
427.99,324.925
424.745,327.712
421.373,329.856
417.686,331.428
413.593,332.464
409.297,332.732
404.648,332.116
400.074,330.808
395.787,329.404
392.144,327.952
389.072,326.476
387.286,324.738
386.143,322.619
385.571,320.31
385.036,318.155
384.268,316.577
383.384,315.289
382.692,313.894
382.096,312.697
382.048,311.849
382.274,311.424
382.637,311.712
383.068,312.356
383.534,313.178
383.517,314.089
383.259,314.544
382.879,314.772
381.69,314.636
380.095,315.068
378.297,315.284
376.149,315.642
373.824,316.071
371.412,316.286
369.206,316.393
366.603,316.446
363.802,316.723
360.901,316.862
357.7,317.431
354.6,317.965
351.05,318.233
347.525,318.366
344.013,318.433
340.256,318.217
336.628,318.108
332.814,317.554
329.407,317.277
325.704,316.889
322.102,316.694
318.801,316.347
314.4,315.174
312.2,314.587
308.35,312.793
305.175,310.647
302.588,308.573
300.544,306.537
299.522,305.518
297.261,303.009
295.13,301.005
294.065,300.002
291.033,298.751
288.516,297.626
287.258,297.063
284.379,296.031
282.19,295.016
280.095,293.508
279.047,292.754
277.024,289.627
276.012,288.063
275.256,285.282
274.128,281.641
273.314,275.07
272.907,269.285
272.703,264.643
272.602,260.071
272.551,257.786
272.775,253.143
273.388,249.821
273.694,247.161
274.097,245.08
274.298,244.04
274.399,243.52
274.45,243.76
273.975,244.38
273.737,245.19
273.369,246.095
272.934,247.298
272.717,248.399
272.359,249.449
272.179,250.225
271.84,250.612
271.67,250.806
271.335,250.903
270.917,251.202
270.709,251.851
270.604,253.425
270.302,255.713
269.901,259.106
269.701,263.553
269.35,269.027
269.175,275.763
269.088,283.382
269.044,291.691
269.022,299.845
269.011,307.923
269.005,314.961
269.003,320.731
269.251,325.115
269.626,328.308
269.813,330.904
270.156,332.702
270.328,333.851
269.914,334.175
269.457,333.838
