166.75,461.5,414,468.5
166.375,458,414,468.5
165.688,448.25,415.5,461.25
165.094,437.375,416.25,449.375
165.547,425.438,417.125,436.688
165.773,419.469,417.562,430.344
166.637,410.734,417.281,420.172
168.068,400.117,416.641,408.836
170.034,389.559,415.82,397.168
172.517,378.279,414.41,386.584
174.259,367.89,412.705,377.042
175.629,357.195,411.103,367.521
177.565,346.847,409.051,359.01
179.032,336.424,407.526,350.755
180.516,325.962,406.263,343.128
181.258,315.231,405.131,335.564
182.129,304.615,404.316,328.532
182.815,294.058,403.408,321.266
183.907,284.279,402.704,314.633
184.704,274.889,402.352,307.816
185.602,265.945,402.176,301.158
186.301,257.722,401.838,294.579
187.15,249.861,402.169,288.54
187.575,245.931,402.335,285.52
188.038,240.965,402.667,281.26
188.519,235.733,403.084,276.88
189.259,230.116,403.542,272.44
189.63,227.308,403.771,270.22
190.065,223.654,404.135,266.61
190.532,219.577,404.318,263.055
190.766,215.289,404.659,259.277
190.633,211.144,404.829,256.139
190.817,207.072,404.915,253.069
191.158,203.536,404.957,250.285
191.329,201.768,404.979,248.892
191.665,199.884,404.989,247.446
192.082,197.942,404.495,245.723
192.541,195.971,404.497,243.862
192.521,193.986,404.499,242.431
192.51,192.993,404.499,241.715
192.255,191.746,405,240.858
192.128,190.373,405,239.679
192.064,188.937,405.25,238.589
192.532,187.718,405.875,237.545
192.266,186.859,406.187,236.522
192.133,185.93,406.844,235.761
191.816,185.965,407.672,235.881
191.408,186.732,408.836,236.94
190.954,188.366,410.168,239.72
189.977,191.183,412.084,243.61
187.739,195.342,414.042,249.055
185.619,200.671,416.521,255.778
183.31,207.585,418.51,264.139
181.155,215.293,420.255,273.819
178.327,224.146,421.878,284.66
176.164,234.073,423.439,296.08
175.082,239.037,424.219,301.79
173.541,247.018,425.11,310.645
172.52,256.759,426.555,320.822
172.01,261.63,427.277,325.911
171.505,270.065,428.389,334.206
171.003,280.032,429.694,343.103
170.501,290.766,431.347,352.051
170.501,301.383,432.674,360.776
170.5,311.942,433.587,368.638
170.5,317.221,434.043,372.569
171,324.86,434.272,378.284
171.5,332.43,434.386,384.642
171.5,339.715,434.443,391.071
171.5,345.858,433.971,397.286
171.5,350.179,433.486,402.893
171.5,352.339,433.243,405.696
171.5,353.92,433.121,408.098
171,353.71,432.811,409.549
170.75,351.855,432.405,409.025
170.625,350.927,432.203,408.762
171.062,347.464,432.351,406.631
171.531,341.982,432.176,402.816
171.766,334.491,432.588,397.408
172.133,323.995,433.044,390.704
172.316,318.748,433.272,387.352
173.158,309.624,433.636,380.176
173.579,305.062,433.818,376.588
173.54,295.281,434.409,369.294
174.27,283.141,435.204,359.647
174.385,269.32,436.602,348.823
175.442,255.66,437.801,337.412
175.971,241.83,439.151,325.956
176.986,228.165,440.325,314.978
178.243,215.083,441.163,304.739
178.871,208.541,441.581,299.619
179.936,199.271,442.041,292.56
180.968,189.385,442.77,284.28
181.984,178.943,443.135,276.14
182.992,168.971,444.068,268.57
183.746,159.736,444.284,261.285
184.873,152.118,444.142,254.392
185.936,145.809,444.071,248.446
186.718,140.154,443.535,243.473
187.609,135.577,442.518,239.487
188.055,131.539,441.509,236.493
188.027,128.769,440.004,233.997
188.014,127.385,439.252,232.748
187.757,126.192,437.876,231.624
187.378,125.846,436.188,231.062
186.689,126.673,434.594,231.281
186.345,127.087,433.797,231.391
185.922,129.043,432.398,232.445
185.711,130.022,431.699,232.973
185.106,133.011,430.1,234.986
184.553,136.755,428.3,237.743
184.526,140.878,426.4,241.122
184.513,142.939,425.45,242.811
184.507,145.969,423.975,246.405
184.253,149.235,422.987,250.703
184.127,152.367,421.994,256.101
184.063,153.934,421.497,258.801
184.282,155.967,420.998,263.4
184.891,158.483,420.499,269.7
185.945,160.742,419.5,276.35
186.473,161.871,419,279.675
187.236,163.185,418.25,285.588
188.868,164.343,417.125,292.544
190.684,164.671,416.312,299.522
192.842,164.836,415.406,307.011
193.921,164.918,414.953,310.755
195.211,164.459,414.727,315.628
195.855,164.229,414.613,318.064
196.678,163.865,414.557,322.032
197.839,163.182,414.528,326.266
198.919,162.341,414.014,330.133
199.96,162.171,413.507,333.816
200.23,162.585,412.754,336.408
200.365,162.793,412.377,337.704
200.182,164.396,412.188,338.602
199.841,166.948,411.594,338.801
199.921,170.724,411.297,337.401
199.96,175.362,410.899,334.45
199.73,180.681,410.449,329.975
199.365,187.091,409.975,323.738
199.183,194.045,410.237,316.369
199.091,201.523,409.619,307.934
199.046,209.511,409.309,298.967
199.023,213.506,409.155,294.484
199.261,220.253,408.827,287.742
199.381,228.376,408.164,279.621
199.69,237.188,407.082,271.31
199.845,241.594,406.541,267.155
199.923,248.547,405.52,261.328
199.961,257.274,404.01,255.164
199.981,266.637,402.005,248.832
199.99,271.318,401.003,245.666
199.995,278.409,400.001,241.333
199.998,281.955,399.501,239.166
200.249,288.977,398,235.583
200.124,297.239,396.5,231.292
200.062,307.119,395,227.396
200.031,312.06,394.25,225.448
200.266,319.78,393.125,222.474
200.633,329.39,392.312,219.237
200.816,338.695,391.656,216.368
201.158,348.097,392.078,213.684
201.579,355.799,392.539,211.592
202.29,360.399,393.27,210.046
202.645,362.7,393.635,209.273
203.322,363.35,393.817,209.387
203.661,363.675,393.909,209.443
204.081,361.587,394.704,210.722
204.29,360.544,395.102,211.361
205.145,356.022,396.301,214.18
205.823,348.761,396.901,218.84
206.911,339.63,397.45,225.17
207.206,328.065,397.975,232.335
207.853,315.033,398.988,240.918
208.176,301.266,400.494,249.959
208.838,286.883,402.247,259.479
209.169,279.692,403.123,264.24
208.585,269.346,405.062,271.62
208.792,257.673,407.531,279.56
208.896,246.086,410.015,287.78
208.698,235.293,412.258,295.64
208.849,225.647,414.379,302.82
208.925,220.823,415.439,306.41
209.712,214.912,416.47,311.205
210.356,209.206,417.485,315.853
211.428,204.103,418.242,320.426
212.714,199.801,418.371,324.713
213.357,197.651,418.436,326.857
